elapsed_sec,rss_kb,cpu_ticks_total
0,13108,13
1,13108,15
2,13704,64
3,13704,110
4,13704,152
5,13704,195
6,13704,243
7,13704,286
8,13704,328
9,13704,377
10,13704,418
11,14056,455
