elapsed_sec,rss_kb,cpu_ticks_total
0,13156,8
1,13360,9
2,14532,59
3,14532,99
4,14532,141
5,14532,184
6,14532,220
7,14532,254
8,14532,297
9,14532,344
10,14532,393
11,14836,430
