elapsed_sec,rss_kb,cpu_ticks_total
0,13168,10
1,13564,12
2,14804,59
3,14804,100
4,14804,147
5,14804,195
6,14804,243
7,14804,291
8,14804,336
9,14804,386
10,14804,437
11,15152,487
