elapsed_sec,rss_kb,cpu_ticks_total
0,13128,9
1,13760,11
2,13916,59
3,13916,106
4,13916,154
5,13916,195
6,13916,239
7,13916,282
8,13916,329
9,13916,367
10,13916,404
11,14248,451
