elapsed_sec,rss_kb,cpu_ticks_total
0,13176,14
1,13484,15
2,14420,65
3,14420,110
4,14420,158
5,14420,203
6,14420,250
7,14420,300
8,14420,344
9,14420,390
10,14420,436
11,14680,484
